Accession	BSF	PCF
Tb11.0740	0	0
Tb11.02.5060	36.5105	32.2664
Tb927.10.3880	40.0174	30.6396
Tb927.4.3090	34.8533	29.2064
Tb927.3.5010	125.7547	132.992
Tb927.4.420	15.964	21.3409
Tb927.1.840	30.9159	26.2144
Tb927.3.3860	23.8967	36.5049
Tb927.10.6280	37.5619	35.7217
Tb927_03_v4.snoRNA.0001	0.4437	0.7838
Tb927.7.4280	46.0344	38.9787
Tb927.7.3300	26.1243	51.8062
Tb10.v4.0185	0.1565	0
Tb11.02.4090	40.0374	38.685
Tb927.10.7180	31.1118	136.4816
Tb927.10.5210	46.9932	35.997
Tb927.2.100	106.1098	66.183
Tb927.7.4590	37.2048	42.8205
Tb927.8.6920	47.0965	23.0034
Tb11.01.1840	75.6383	75.9621
Tb927.8.5870	60.5578	59.7019
Tb927.1.2460	0	0
Tb927.8.3910	6.9392	8.9754
Tb927.8.3800	39.457	31.6287
Tb927.10.13400	45.3401	36.3196
tmp.1.20	32.7983	328.1748
Tb927.7.580	25.4326	42.4842
Tb09.244.2800	70.357	49.6187
Tb927.4.3050	71.7889	69.3054
Tb09.211.0350	113.8633	111.8535
Tb927_11_01_v4.snoRNA.0038	0	0
Tb11.02.0390	7.2157	5.126
Tb927.5.4640	0.3491	0.3596
Tb927.7.2690	78.4136	76.7556
Tb09.244.1930	0	0
Tb927.6.960	0	0
Tb927.8.2062	16.008	13.3093
Tb927.10.11220	105.1103	516.1725
Tb927.7.3810	103.0694	129.5593
Tb09.211.1190	43.9021	56.6268
Tb927.7.7450	61.3654	61.1255
Tb927.5.3840	27.1818	31.3233
Tb927_09_v4.snoRNA.0102	0	0
Tb927.3.3370	84.2607	102.331
Tb927.8.2980	37.5813	36.1151
Tb11.21.0011	0	0
Tb11.v4.0039	0	0
Tb927.7.3790	43.9401	32.902
Tb927.2.3320	69.4854	0.5436
Tb927.8.1010	28.3325	29.1625
Tb11.02.4900	110.9408	72.815
Tb927.4.5720	0.1645	0
Tb09_snoRNA_0002	0	0
Tb927.3.5900	0	0
Tb09.354.0100	0	0
Tb927.8.6740	70.3223	40.6625
Tb09_snoRNA_0105	0	0
Tb927.8.5690	37.7505	50.0463
Tb927.3.240	0	0
Tb927.3.140	0.3251	0
Tb927.10.2880	40.739	54.1551
Tb927.3.1200	43.9474	43.6353
Tb927.4.5800	0	0
Tb927.10.1400	32.0827	43.8666
Tb927.10.14360	93.7093	76.2696
Tb927.2.4400	25.9104	50.4815
Tb10.v4.0073	0	0
Tb09.211.2190	68.9923	77.1201
tryp_XI-1036e06.p1k.snoRNA.0004	0	0
Tb927.10.16060	68.1121	105.4329
Tb11.01.7330	35.5249	34.605
Tb927.8.2066	0	0
Tb09.211.4513	23.393	11.1595
tryp_IXb-6d06.q1c.snoRNA.0013	1.3326	1.5553
Tb927.3.4990	48.4612	72.6139
Tb927.3.4010	0.0559	1.2561
Tb11.01.3380	56.1494	47.0412
Tb927.10.6890	0	0
Tb927.7.7110	4.2199	8.2327
Tb927.2.3280	14.6034	0.1674
Tb10.v4.0063	0	0
Tb927.1.1400	36.4012	29.0506
Tb927.3.3630	29.378	142.5536
Tb927.2.3960	61.8472	47.9981
Tb11.01.1950	49.2208	52.2682
Tb09.160.2730	9.5146	8.1393
Tb927.5.190	0	0
Tb927.4.5050	14.5354	6.8461
Tb927.3.180	0	0
Tb927.3.4880	81.8446	45.6053
Tb09.v4.0104	0.7969	0
Tb11.1050	0	0
Tb927.8.3430	50.9333	44.7775
Tb927.7.200	22.8886	22.805
Tb927.8.6990	39.2518	28.8145
Tb09.160.3350	23.4043	78.1909
Tb927.10.15460	71.5084	24.6219
Tb927.6.2940	87.5058	111.0243
Tb927.10.11060	63.4977	110.1965
Tb927.5.4460	2.4787	2.3214
Tb927.10.9840	115.162	111.4705
Tb927.8.1200	4.6157	3.1121
Tb927.8.8340	58.4269	22.5806
Tb11.57.0002	40.5971	92.2354
Tb927.4.5100	52.2993	41.3194
Tb927.4.4140	7.3603	8.0652
Tb927.4.1910	56.2506	103.6359
Tb11.01.1130	49.6486	37.7611
Tb927.7.3670	49.6879	56.1402
Tb927.2.2340	15.7614	29.216
Tb927.1.200	7.8567	2.1305
Tb09.211.1020	11.8167	8.2848
Tb927.3.2980	35.1411	49.8644
Tb927.8.2855	6.4827	0
Tb927.10.1250	63.1532	90.2551
Tb927.4.3710	34.9019	53.7453
Tb927.7.900	104.3907	156.7353
Tb927.3.5220	16.5144	24.6109
Tb927.10.9640	77.4181	54.3693
Tb927.5.1890	29.7285	34.7059
Tb927.10.9620	45.5193	32.6659
Tb09.160.5120	13.3613	31.6143
Tb11.01.3640	48.4265	80.0449
Tb927.5.3930	37.2987	45.085
Tb927.5.2090	77.059	51.3875
Tb927_08_v4.snoRNA.0030	0	0
Tb927.10.7490	32.8503	32.0598
Tb927.1.700	242.6713	14.3849
Tb927.1.4940	12.9202	2.1601
Tb09.211.2610	49.0082	59.3532
Tb927.6.3990	33.5846	35.7471
Tb11.01.8510	295.9234	437.1983
Tb927.8.2590	42.0191	29.8372
Tb09.160.4520	192.9267	140.7627
Tb927.1.4470	53.4014	46.1606
Tb927.10.11790	38.047	26.9838
Tb927.7.210	110.5676	208.2389
Tb09.160.0380	95.3019	158.2042
Tb11.02.2390	64.4252	67.8495
Tb11.02.2690	100.0762	50.5556
Tb927.4.4290	13.8391	10.4408
Tb927.5.2060	40.743	64.8918
Tb09.211.3840	35.2711	32.716
Tb927.4.1760	79.044	91.7281
Tb927.8.5530	70.3776	80.1876
Tb927.3.2300	52.4585	53.7089
Tb11.01.5150	30.82	16.8237
Tb927.5.4250	0	0
Tb09.211.1330	76.7698	66.2509
Tb11.01.1100	20.3791	22.2415
Tb11.0770	0	0
Tb09_snoRNA_0052	0	0
Tb927.5.1450	35.5076	26.5692
Tb08.27P2.620	0	0
Tb927.6.3450	36.5564	35.3717
Tb927.10.6750	87.6903	22.9492
Tb11_tRNA_Ala_1	0	0
Tb11.01.6840	66.8834	61.6616
Tb927.10.7080	78.1771	121.1467
Tb09.211.4890	82.7928	56.8094
Tb927.7.1210	44.3812	45.0541
Tb927.10.13230	38.9246	32.3309
Tb09.v4.0100	0	0
Tb05.5K5.120	0.1885	0.2917
Tb927.6.4320	145.3377	72.3839
Tb11.02.4880	88.9824	95.5342
Tb927.10.9980	26.792	16.1757
Tb11.02.1440	66.2257	70.5677
Tb927.4.4590	37.9198	38.3479
Tb09.160.3920	27.1984	13.6031
Tb927.7.4880	102.8541	223.0755
Tb927.10.16560	0.661	0
Tb927.1.1730	53.3161	73.2344
Tb11.02.0100	173.4057	293.0131
Tb09.160.0160	0	0
Tb927.10.14700	207.017	158.6669
Tb927.8.4320	39.1878	41.9735
Tb11.02.4270	26.5661	47.9583
Tb09.211.0100	72.8151	55.9315
Tb927.10.7390	50.878	56.4415
Tb11.43.0003	0	0
Tb11.02.2970	66.0804	63.2417
Tb11.02.0300	53.9731	81.1761
Tb11.01.4720	18.4661	15.2299
Tb11.01.5400	56.925	46.6541
Tb927.1.250	14.8532	4.2495
Tb09.244.0280	0	0
Tb11.02.1080	65.0882	103.4903
Tb09.160.5280	25.1654	34.7072
Tb927.5.3910	38.1976	32.8402
Tb927.8.6210	37.5213	54.4688
tryp_IXb-6d06.q1c.snoRNA.0015	0	0
Tb927.8.8020	45.4573	46.339
Tb927.10.7380	43.7082	43.0944
Tb927.10.12230	56.0161	54.9225
Tb09.160.3320	41.8291	26.5164
Tb927.10.14850	4.6383	0.6822
Tb09.244.1390	3.0871	0
Tb11.02.5510	90.972	118.1814
Tb927.6.5400	0	0
Tb927.10.16040	26.2562	26.3221
Tb11.57.0031	0	0
Tb10.v4.0089	0	0
Tb927.8.1390	10.652	6.8557
Tb927.4.2040	248.1279	181.3566
Tb927.4.900	44.6104	47.8306
Tb09.v4.0168	0	0
Tb09.211.2850	83.2612	96.6943
Tb11.24.0010	0	0
Tb11.01.8650	30.6367	42.0044
Tb09.244.1300	0	0
Tb09_snoRNA_0085	0	0
Tb08.27P2.390	0	0
Tb927.10.11420	39.1272	44.0396
Tb09.211.3750	27.6589	31.9102
Tb927.2.2120	57.2182	26.9214
Tb927.10.2820	19.8334	23.4296
Tb11.24.0012	0	0
Tb11.02.2730	47.6836	17.4792
Tb927.1.3090	101.0017	132.1326
Tb11.02.4550	29.6332	38.2505
Tb927.5.2010	68.4312	48.8554
Tb927.3.4000	253.8051	116
Tb09.160.2010	56.7504	48.7984
Tb927.4.1800	0	0
Tb927.6.2140	57.1402	68.1097
Tb927.2.3390	43.3884	51.971
Tb927.7.2290	146.9082	86.5835
Tb927.8.2510	72.857	65.8205
Tb927.10.8170	40.4858	42.6091
Tb09.160.1760	116.4507	117.8842
Tb927.2.1100	24.2732	21.4363
Tb11.01.0910	55.0906	61.8113
Tb09.160.1110	63.2558	22.8016
Tb927.1.3520	35.1485	15.7996
Tb927.5.2720	95.6884	112.6374
Tb09.v1.0190	16.8556	22.8606
Tb927.1.1520	13.366	2.843
Tb09.211.1690	1025.1554	983.1841
Tb927.8.350	0	0
Tb927.10.5930	4.8882	14.7864
Tb927.5.1010	26.636	27.5776
Tb927.8.5490	51.2731	84.4001
Tb927.10.15890	34.6301	29.7452
Tb927.10.6170	24.5697	38.0596
Tb927.2.150	24.9735	8.6219
Tb927.5.3140	73.0096	114.6609
Tb09_snoRNA_0109	0	0
Tb08.27P2.690	0	0
Tb11.03.0170	88.8698	59.4816
Tb927.6.5010	88.1361	59.1288
Tb09.160.0950	90.437	93.2808
Tb09.v4.0189	0	0
Tb09.v1.0220	33.9577	17.4167
Tb11.01.2640	41.2561	32.9809
Tb927.7.5000	13.9144	30.4577
Tb11.57.0051	0	0
Tb927.6.5690	0	0
Tb11.02.1420	41.3454	38.5168
Tb11.0530	0	0
Tb927.5.1550	68.7424	76.7192
Tb11.02.0630	46.4322	93.3611
Tb09.v2.0330	0	0
Tb11.02.0760	55.5923	78.2952
Tb927.3.5050	1511.8394	2386.6921
Tb09.244.0375	0	0
Tb927.3.750	55.543	71.2788
Tb09.211.4670	25.0115	46.0295
Tb927.5.1860	38.119	32.8519
Tb09.160.2140	74.2897	80.4361
Tb927.6.1851	0	0
Tb927_09_v4.snoRNA.0061	0	0
Tb927.8.3390	53.2215	22.6808
Tb927.10.16490	0	0
Tb927.10.14580	769.2174	1087.0293
Tb927.7.5180	15.5609	78.044
Tb927.7.4770	646.1659	226.0518
Tb11.v4.0007	2.3674	2.7641
Tb927_09_v4.snoRNA.0100	0	0
Tb927.4.1550	93.8939	68.6451
Tb927.5.2510	28.6317	43.3298
Tb927.8.2600	22.9365	31.9774
Tb927.6.3030	32.3998	29.9683
Tb927.1.3990	82.1917	26.1897
Tb927.8.5840	44.7664	29.2613
Tb927.7.3760	78.1524	92.8532
Tb09.211.3090	9.1134	17.379
Tb09.v1.0240	40.0887	40.876
Tb927.3.5540	64.1614	59.6621
Tb09.211.1050	47.3704	49.7985
Tb927.10.12780	10.8625	18.9872
Tb11.01.5020	47.0279	29.5819
Tb11.01.6180	39.455	49.2617
Tb927.5.2560	56.3213	257.8515
Tb927.5.300	3.7401	0.7131
Tb927.8.6930	38.3329	15.0741
Tb927.8.1860	24.4958	49.0627
Tb11.01.5260	102.7395	46.8264
Tb09_snoRNA_0031	0	0
Tb09.160.3460	9.3413	5.0025
Tb11.39.0008	0	0
Tb11.01.2910	36.156	43.9709
Tb927_09_v4.snoRNA.0011	0	0
Tb11.02.3530	26.9619	29.9093
Tb927.7.6910	90.7062	74.8543
Tb11.02.0351	83.4091	89.3703
Tb927.6.5820	0	0
Tb927.1.530	32.9755	24.3453
Tb927.10.8450	6.8059	23.5882
Tb927.10.800	37.3087	41.6282
Tb10.v4.0101	0.5983	0
Tb11.02.1580	23.0238	0.7351
Tb09.211.0380	57.6833	70.4503
Tb09.211.4830	28.8683	39.1229
Tb927.8.7010	71.7556	70.7427
Tb927.2.1986	0	0
Tb11.49.0012	0	0
Tb927.3.4830	46.1583	15.8051
Tb927.10.9920	27.5889	48.8224
Tb927_09_v4.snoRNA.0056	39.3737	70.7201
Tb927.10.12500	8.5564	47.8347
Tb927.4.4870	51.6589	4.8528
Tb927.10.12330	200.974	150.0827
Tb09.244.0210	0	0
Tb11.1320	0	0
Tb11.01.2540	87.5771	120.4596
Tb927.8.2560	87.5791	68.258
Tb927.2.6400	4.491	0
Tb927.10.15270	3.0311	4.7183
Tb09.v4.0081	0	0
Tb927.1.4440	7.0198	14.6574
Tb11.01.8770	283.2984	342.5886
Tb927.1.4500	101.8953	113.1824
Tb927.3.3428	0	0
Tb927.8.1940	73.7733	83.4927
Tb927.10.10540	0	0
Tb927.10.4680	60.3866	58.6353
Tb927.4.5280	0.5983	0
Tb11.1410	4.7669	1.7517
Tb927.10.5940	1.9397	6.7899
Tb927.4.3200	0	0
Tb09.160.0960	25.0015	9.8704
Tb927.5.1680	21.983	29.0533
Tb927.5.450b	0.9655	0.2944
Tb09.244.2430	25.1534	5.4418
Tb927.5.4170	0	0
Tb927.10.16220	0	0
Tb11.01.6030	124.6466	151.2084
Tb927.7.6823	0	0
Tb09.211.3030	66.2757	59.5619
Tb927.1.3210	38.8373	32.3783
Tb927.6.4600	37.366	37.9162
Tb11.14.0030	0	0.2217
Tb927.10.3290	41.9897	50.7073
Tb927.10.5810	452.5289	110.2514
Tb927.7.2950	24.7983	19.0154
Tb927.7.1870	0	0
Tb927.3.2510	8.579	0
Tb927.6.5190	22.0263	10.4319
Tb927.10.8740	34.9686	90.157
Tb927.1.830	48.6311	57.4828
Tb927.6.4100	69.9692	63.517
Tb927.5.350b	0	0
Tb927.10.10750	35.517	42.5199
Tb927.5.380b	0	0
Tb927.4.3400	79.1126	36.4088
Tb927.6.3940	80.2034	61.3493
Tb09.v4.0196	0	0
Tb927.4.4760	47.4117	21.9786
Tb927.2.5240	60.2313	95.2343
Tb927.6.1090	110.9048	130.4674
Tb927.7.3500	79.0153	114.9464
Tb927.3.3443	0	0
Tb927.10.4400	0.0133	0.1111
Tb927.2.2390	107.2559	103.7306
Tb927.10.13430	60.5931	193.335
Tb11.01.0540	43.5563	36.7733
Tb11.01.6100	19.4589	24.742
Tb09.v2.0280	13.2094	0
Tb927.10.1840	29.7825	26.2823
Tb11.01.3010	20.6877	28.5022
Tb09.v1.0300	0.8728	0.1915
Tb11.v4.0046	0	0
Tb09.244.2190	0	0
Tb927.5.2850	168.2923	127.6545
Tb09.v1.0390	64.2413	71.994
Tb927.10.2520	36.721	44.4377
Tb11.0430	0	0
Tb927.10.6180	72.7278	101.8842
Tb09.211.1570	46.2616	35.1321
Tb09.244.2380	0.9002	1.3618
Tb09.211.2170	67.595	102.9845
Tb927.8.300	0	0
Tb11.01.4130	45.7052	54.9294
Tb927.1.4910	22.4321	0
Tb927.10.11830	72.6152	44.3601
Tb927.3.530	1.0914	0
Tb927.10.14690	87.1653	54.7001
tryp_IXb-6d06.q1c.snoRNA.0001	0	0
Tb927.5.2490	29.9284	17.8904
Tb927.3.5030	33.3467	31.3947
Tb11.01.1040	38.3989	41.4711
Tb927.7.7120	20.631	22.2058
Tb08.27P2.190	0	0
Tb927.8.8230	29.1934	21.7864
Tb927.3.3980	34.3642	22.9821
Tb927.8.7240	23.5229	19.6331
Tb927.10.240	53.3974	60.2099
Tb08.27P2.650	0	0.1427
Tb927.1.2220	18.7133	18.3146
Tb09.160.1060	57.9365	57.7326
Tb927.8.1950	73.3401	107.3871
Tb927.10.3530	41.7852	25.3509
Tb927.5.2980	41.1155	36.1096
Tb927.10.570	31.4996	25.5609
Tb927.7.650	33.7585	53.074
Tb927.10.870	33.6745	35.3744
Tb927.10.7570	197.697	272.9194
Tb11.01.0720	61.4614	177.9562
Tb927.4.1370	79.9015	117.6989
Tb927.8.4630	84.7705	100.6026
Tb09.244.0490	0	0
Tb09.211.2840	19.1084	5.7417
Tb10_snoRNA_0034:snoRNA	0	0
Tb927.3.540	0	0
Tb927.8.550	76.2347	63.0248
Tb11.55.0023	81.8386	99.7227
Tb927.7.1090	34.3908	33.2287
Tb927.10.1070	36.4678	38.6808
Tb09.244.0550	0	0
Tb11.02.3400	32.751	26.0895
Tb11.57.0036	0	0
Tb927.4.590	97.1063	149.5995
Tb11.v4.0054	0	0
Tb927.2.2070	6.9585	7.1832
Tb927.10.8110	86.9307	87.8074
Tb927.3.1860	19.345	25.3509
Tb927.8.8330	171.7019	37.2318
Tb927.5.2280	54.5328	73.1355
Tb11.1060	0	0
Tb11.44.0002	0	0
Tb927.10.7630	29.9244	38.2436
Tb927.2.5340	1.2973	0.4207
Tb11.01.0500	53.1628	56.8218
Tb927.3.1120	530.2209	568.0954
Tb927.4.3590	21.9677	39.6974
Tb927.10.10480	0	0
Tb09.160.2470	31.2517	33.563
Tb11.49.0005	0	0
Tb927.5.2860	33.7119	27.4664
Tb927_09_v4.snoRNA.0080	0	0
Tb927.8.4950	19.3843	59.4384
Tb09.244.2440	29.8398	6.2847
Tb09.160.0510	39.7588	79.4889
Tb927.6.1390	0	1.0529
Tb927.1.1020	55.9248	38.1489
Tb927.8.5600	157.7235	209.1875
Tb927.10.10930	0.1132	0.1166
Tb927.3.3453	0	0
Tb927.10.3660	152.3322	61.9684
Tb11.02.1030	30.1083	27.6421
Tb927.1.3170	83.6583	87.1588
Tb11.57.0017	1.0374	0
Tb927.7.5700	53.3887	48.8767
Tb11.02.4220	122.9295	149.3373
Tb927.7.170	143.364	5.4328
Tb11.01.4920	37.9691	39.6905
Tb927.8.1230	113.748	98.9237
Tb927.10.1520	64.1454	47.1401
Tb927.10.13040	39.1698	140.736
Tb927.1.360	0	0
tryp_IXb-6d06.q1c.snoRNA.0030	0	0
Tb11.02.2380	68.2413	70.8608
Tb10.v4.0227	0	0
Tb11.1190	1.849	2.8732
Tb11.02.1830	645.1471	837.9494
Tb927.1.3480	2.0556	3.3922
Tb10.v4.0154	0	0
Tb927.2.5200	38.7733	27.5673
Tb09.244.0200	0	0
Tb927.10.14170	91.6031	82.8145
Tb927_09_v4.snoRNA.0018	0	0
Tb927.5.4280	55.9421	34.6386
Tb11.01.5240	40.1753	42.2131
Tb927.10.11140	41.6379	36.6882
Tb927.1.4410	51.4664	40.6165
Tb11.02.4670	60.9197	78.2218
Tb10_tRNA_Arg_1:tRNA	0	0
Tb927.2.2510	3.5942	7.4213
Tb09.244.1620	0	0
Tb09.160.5250	26.1983	32.7229
Tb09_snoRNA_0088	0	0
Tb927.6.1590	23.7321	37.5242
Tb927.10.6020	105.9173	70.9452
Tb11.46.0002	8.7703	19.605
Tb927.5.5240	0	0
Tb927.4.3520	124.552	69.2546
Tb09.160.0450	174.6538	86.8636
Tb927.8.3780	72.9104	58.0559
Tb927_11_01_v4.snoRNA.0014	0	0
Tb11.02.5580	41.2468	49.9378
Tb927.5.2610	33.0842	32.4634
Tb927.10.15240	15.4036	20.102
Tb927.10.7870	101.3289	155.7833
Tb11.57.0077	7.6348	2.5486
Tb927.8.6460	40.1773	41.2219
Tb927.8.990	95.3912	199.7605
Tb927.10.10580	0	0
Tb09_SLRNA_0015	0	0
Tb09.160.3610	54.0844	105.1906
Tb927.10.5740	20.1373	32.2149
Tb927.5.3940	42.7374	37.0891
Tb09.160.0040	0	0
Tb11.02.4680	65.6087	55.891
Tb09_snoRNA_0059	0	0
Tb11.02.0330	74.5822	50.9736
Tb927.5.4430	1.8184	1.7695
Tb927.10.3240	9.4339	20.6085
Tb11.01.3260	31.3564	27.1266
Tb927.10.510	45.4553	81.9716
Tb927.8.2820	42.6188	42.2295
Tb927.3.2040	31.2891	38.2058
Tb05.5K5.80	2.0463	0.4159
Tb927.10.1750	88.6419	68.1708
Tb927.4.1290	46.8713	70.0488
Tb927.1.4300	29.2461	38.4475
Tb927.7.6888	0	0
Tb927.8.2210	109.4069	111.7059
Tb09.244.0290	0	0.0267
Tb927.8.2960	33.1441	36.6587
Tb927.6.880	36.673	25.2218
Tb927.1.4340	48.2793	52.597
Tb927.6.186	0	0
Tb11.02.4390	43.6742	42.6839
Tb09.211.4780	67.2532	88.0373
Tb11.01.8440	25.268	71.5898
Tb09.160.1240	86.5676	110.1121
Tb927.10.12320	43.3584	35.4877
Tb927.4.2640	44.134	40.7641
Tb927.7.4830	38.75	36.9367
Tb927.8.4600	31.9734	37.2586
Tb927.10.12340	11.7115	12.9078
Tb11.01.1970	27.0598	27.6702
Tb927.3.5750	2.4907	1.3844
Tb927.8.1614	0	0
Tb09.v2.0270	0	0
Tb927.8.1920	57.536	41.3152
Tb927.8.5660	56.1507	61.7234
Tb927.4.5250	5.4159	3.677
Tb10.v4.0254	0	0
Tb927.4.1260	69.3541	60.6135
Tb927.7.4780	58.7674	35.1033
Tb11.1590	0	0
Tb09.244.2350	6.4234	0.3356
Tb927.10.3350	105.5588	64.4258
Tb927.10.8870	161.9901	132.0646
Tb927.4.4400	20.0227	14.9148
Tb11.01.7610	50.7027	45.619
Tb927.10.15390	29.8684	32.2108
Tb927.10.7940	67.2205	69.14
Tb11.02.0650	31.6149	27.0669
Tb09.211.3310	91.1753	91.7906
Tb11_snoRNA_0020	0	0
Tb927.7.5990	0.4091	5.2036
Tb927.7.7280	37.3194	36.6093
Tb927.10.10230	1.294	6.6169
Tb927.4.1880	18.4394	32.6782
Tb927.10.8060	62.2796	65.1451
Tb10.v4.0204	0	0
Tb927.8.3700	28.5478	32.3948
Tb09.v2.0290	0	0
Tb927.2.3030	30.5234	76.8414
Tb927.1.3830	349.5714	82.4624
Tb11.01.6070	36.6531	32.4222
Tb09.160.4440	65.4887	93.4126
Tb927.10.7140	191.1249	41.6262
Tb927.6.2910	75.649	45.3822
Tb927.6.2790	345.8533	673.4728
Tb11.03.0140	46.1597	56.8643
Tb927.3.1100	31.7415	29.216
Tb927.3.210	0	0
Tb09.211.1010	34.0843	27.1431
Tb927.5.980	46.9266	82.7424
Tb927.4.4810	47.9101	26.6022
Tb927.5.2300	22.1243	41.6008
Tb08.27P2.240	0.1499	0
Tb11.42.0005	44.5285	44.2579
Tb11.01.4300	29.3527	32.4366
Tb927.7.1590	43.6209	48.6618
Tb927.8.2490	33.5952	48.1731
Tb11.01.7340	57.8952	62.2286
Tb11.01.6510	189.1552	109.4058
Tb927.6.4790	53.2515	58.3085
Tb11.02.3240	71.1113	39.6123
Tb11.01.2310	115.0161	87.3736
Tb927.8.5830	72.272	69.1242
Tb927.2.2020	25.31	2.7071
Tb927.2.4780	33.0215	34.0744
Tb927.1.2370	178.6811	26.7944
Tb927.8.6660	180.2283	172.1053
Tb927.8.2890	30.4048	15.9417
Tb09.211.0260	40.5238	23.3335
Tb09.160.1570	55.3224	44.1727
Tb927.8.4350	17.4033	16.5862
Tb11.02.1550	105.6661	56.7477
Tb09.244.0080	0	0
Tb09_snoRNA_0116	0	0
Tb11.55.0022	21.7371	17.8403
Tb927.2.900	25.432	4.6064
Tb09_snoRNA_0004	62.2916	108.5759
Tb927.5.1850	12.4084	13.8646
Tb927.3.3790	0	0
Tb11.51.0004	0	0
Tb927.8.4780	17.2041	26.2967
Tb927.2.2090	67.8635	67.2277
Tb927.1.3270	33.8351	37.969
Tb927.1.4790	18.1216	11.0634
Tb927.7.2840	0	0
Tb927.7.2370	36.9183	64.5589
Tb927.8.4960	21.0135	34.2762
Tb927.8.7170	59.3844	53.9162
Tb11.01.5200	69.5554	64.8335
Tb927.10.2400	28.3898	3.2041
Tb927.10.10070	38.109	47.1668
Tb927.10.1450	14.3348	19.5865
Tb11.01.5070	102.1745	77.3308
Tb09.211.1860	35.2797	28.3793
Tb11_snoRNA_0009	3.2856	0
Tb927.5.4130	41.5046	46.5971
Tb11.01.5790	91.6903	66.7554
Tb11.0420	2.0323	2.0681
Tb11.52.0005	13.9124	24.2087
Tb927.10.10600	47.1405	60.6897
Tb927.6.630	55.7596	79.9632
Tb10.v4.0113	0	0
Tb927.10.1120	18.8532	13.0045
Tb11.02.2060	93.3702	72.4841
Tb927.4.2510	21.4966	20.0436
Tb927.7.7530	13.328	5.1583
Tb09.211.4480	72.9803	40.7332
Tb927.10.7740	58.3056	55.9967
Tb927.5.4120	53.0402	56.3084
Tb927.8.320	0	0
Tb11.1750	0	0
Tb927.6.160	44.2819	28.2043
Tb927.10.10470	0	0
Tb09.160.4830	11.6082	17.5746
Tb927.8.1180	2.8898	1.9843
Tb927.4.4410	2.2482	0.8085
Tb927.1.2620	6.1656	10.0283
Tb09_snoRNA_0078	41.7765	57.7656
Tb927.5.420b	0.6596	0.2443
Tb11.02.3310	51.2831	159.7459
Tb927_10_v4.snoRNA.0074:snoRNA	0	0
Tb927.4.1710	63.7096	58.8844
Tb927.5.940	19.6275	22.015
Tb09.244.1380	0	0
Tb927.5.3260	31.2204	33.0592
Tb927.8.3370	32.1666	25.0647
Tb11.01.6920	54.1577	45.7824
Tb927.6.1100	30.3948	31.5196
Tb927.5.3780	45.6293	77.8944
Tb09.211.3820	46.3009	43.7389
Tb927.10.1240	58.4842	76.2552
Tb927.10.4950	84.1434	63.6179
Tb927.3.3900	49.512	81.5618
Tb10.v4.0198	0	0
Tb09.v4.0018	1.7851	0.3926
tryp_IXb-6d06.q1c.snoRNA.0021	0	0
Tb11_tRNA_Glu_1	0	0
Tb09.160.1270	32.4511	40.2925
Tb927.8.3500	0.8435	1.4867
Tb927_10_v4.snoRNA.0026:snoRNA	0	0
Tb927.1.3590	8.7509	4.6881
Tb09_snoRNA_0095	0	0
Tb927.8.7830	14.3835	26.5562
Tb11.21.0005	0	0
Tb927.5.110	10.7333	0.4537
Tb927.7.6140	0	0
Tb927.7.6480	19.245	27.3957
Tb09.211.1770	110.7522	91.3142
Tb09.160.0170	0	0
Tb11.01.1530	47.1665	75.9573
Tb11.03.0740	26.6247	17.7929
Tb927.5.2640	35.6775	41.7964
Tb927.10.8130	50.3362	48.3708
Tb09.244.1510	0	0
Tb927.3.3080	38.4715	32.2588
Tb927.7.6860	183.1402	17.9405
Tb927.6.2360	28.5617	27.3366
Tb927.3.620	34.7693	48.3193
Tb05.5K5.410	0	0
Tb927.1.2010	4.3205	1.9301
Tb09.211.2870	17.7585	22.0163
Tb09.160.1380	26.4401	15.1516
Tb09.v4.0166	0	0
Tb09.v1.0580	26.1616	24.2485
Tb927.10.11340	39.2398	58.0848
Tb09_snoRNA_0080	34.7886	25.8595
Tb09.v4.0007	0	0
Tb10.v4.0253	0.497	0
Tb11.v4.0035	0	0
Tb11.55.0004	30.0883	44.0272
Tb927.4.880	31.7062	20.1006
Tb927.10.10620	74.2623	47.0145
Tb927.6.4830	54.5661	49.1945
Tb11.02.5670	99.3492	121.9512
Tb927.7.440	0	0
Tb927.10.13940	43.9781	88.3105
Tb11.02.3170	21.8438	20.9099
Tb10.v4.0081	0	0
Tb927.10.8230	1101.4522	306.7481
Tb927.1.500	0.6343	0.3287
Tb11.01.0490	81.5421	130.7351
Tb927.3.370	0	0
Tb09.160.3660	4.6423	8.1036
Tb927.8.3650	8.4464	8.9541
Tb927.3.3320	44.2659	80.3901
Tb09.160.5150	55.4704	69.6081
Tb09.v4.0038	0	0
Tb927.1.4580	0	0
Tb927.5.4700	0	0
Tb927.6.4470	49.8212	180.5865
Tb927.1.660	26.1523	41.3427
Tb927.1.1610	35.4257	37.9546
Tb09.v2.0130	1.4626	0
Tb927.7.1200	64.5212	76.2099
Tb927.4.380	51.489	38.9073
Tb11.01.4740	96.0162	110.9831
Tb927.7.3070	101.2283	88.8192
Tb927.1.880	12.8875	39.8676
Tb927.4.4530	29.5926	43.3024
tmp.1.30	0	0
Tb927.8.1320	74.2197	55.0358
Tb09_rRNA_6	14.2149	3.4574
Tb927.1.1740	4.2425	4.1623
Tb11.v4.0065	0	0
Tb05.5K5.230	7.996	1.8718
