Accession	BSF	PCF
Tb927.3.4750	0	0
Tb927.1.2940	2.9398	0.6445
Tb11.01.1870	54.3136	48.042
Tb927.4.4000	0	0
Tb927.10.15920	27.5276	69.7131
Tb927.4.3370	60.6238	82.6752
Tb927.5.590	59.0286	56.4649
Tb09.160.2720	11.4036	16.4455
Tb927.10.12000	80.294	109.1127
Tb927.10.8780	28.9942	34.0195
Tb09.211.0720	38.5095	46.0082
Tb11.01.4050	56.4819	59.6752
Tb927.10.14460	40.12	38.1379
Tb927.10.3120	91.024	84.1482
Tb11.01.2800	253.4046	150.2667
Tb927.5.1210	332.8677	310.2686
Tb927.1.4670	65.8452	1.8347
Tb927.7.1070	30.702	47.6796
Tb09.211.4820	81.4574	84.5895
Tb927.1.1560	54.4575	25.7497
Tb927.10.5710	24.5851	0.3617
Tb927.1.3980	117.9739	37.7178
Tb927.10.13870	49.8778	56.1807
Tb927.4.2850	45.6006	44.9395
Tb11.v4.0060	0	0
Tb927_10_v4.snoRNA.0061:snoRNA	0	0
Tb11.01.4410	72.2833	48.692
Tb927.3.5550	196.1391	124.0502
Tb927.10.350	38.9446	64.4717
Tb11.01.7310	84.1827	107.1736
Tb927.7.1960	0.3471	0.1187
Tb927.10.10010	81.0083	116.6782
Tb927.10.14820	0	0
Tb927.3.3435	0	0
Tb927.5.2240	0	0
Tb11.02.5500	1.1107	0.766
Tb09.v4.0088	0.1819	0
Tb927.10.1440	66.0977	96.3717
Tb927.6.3560	24.6204	25.4387
Tb927.4.3550	202.8171	288.2021
Tb11.02.5640	3.9113	1.7688
Tb11.01.5130	51.473	38.9959
Tb927.2.6130	59.0319	71.6742
Tb927.3.350	0	0
Tb08.27P2.610	0.3125	0
Tb11.02.5170	138.6123	101.8251
Tb09.211.0790	51.0732	50.1705
Tb11.01.0530	26.2596	30.897
Tb09.211.1730	8.3291	4.106
Tb11.01.6710	27.1398	30.422
Tb927.7.730	51.4344	46.2622
Tb11.02.4400	230.9444	174.2173
Tb927.7.1690	52.094	51.717
Tb927.7.1640	52.4359	78.5389
Tb927.8.7800	12.607	28.6408
Tb927_06_v4.snoRNA.0023	0	0
Tb09.160.4150	170.5385	158.7561
Tb11.0960	0	0
Tb09.160.0880	9.3726	13.831
Tb927.8.6680	42.4075	40.517
Tb10.v4.0219	8.6283	4.7602
Tb927.5.2800	35.485	44.6738
Tb09.160.5010	7.4529	3.0339
Tb11.02.5120	41.3567	61.6094
Tb927.10.14090	20.4285	52.0533
Tb927.1.2380	0	0
Tb927.10.12370	66.8001	112.1267
Tb09.244.2530	30.726	9.7791
Tb09.211.1940	56.138	98.3073
Tb927.3.4330	0.4064	0.1235
Tb927.2.830	100.8898	81.3737
Tb09.v4.0187	0	0
Tb11.0860	0	0
Tb927.8.4370	25.7165	21.4157
Tb927.6.110	1.0161	1.8608
Tb11.02.5630	6.6946	3.1814
Tb927.10.9020	30.2502	25.1566
Tb927.2.3290	0	0
Tb11.0440	0	0
Tb927.10.330	44.0227	40.7057
Tb11.57.0053	0	0
Tb927.6.5810	0	0
Tb11.02.1400	52.3626	52.9477
Tb927.5.3070	67.8988	90.1535
Tb09.211.4155	29.8398	40.4264
Tb927.10.14430	32.1726	68.5009
Tb11.01.3730	35.3204	38.4454
Tb927.8.5480	70.1304	40.6076
Tb09.211.4030	0.9202	0
Tb11.02.0354	51.7569	53.6156
Tb927_08_v4.snoRNA.0032	0	0
Tb927.5.4790	0	0.153
Tb10.v4.0115	0	0
Tb927.8.7880	0.6743	0.0693
Tb11.30.0011	0	0
Tb09_snoRNA_0065	0	0
Tb09.160.3240	15.7981	24.7448
Tb927.4.2170	93.4048	83.0108
Tb927.7.6300	14.0696	36.2887
Tb09.160.3290	462.971	681.8421
Tb11.02.4640	38.3422	43.5447
Tb11.01.4070	30.9959	31.8477
Tb927.1.220	4.4064	2.9638
Tb11.15.0003	0	0
Tb927.5.1060	52.0547	261.9074
Tb09.211.3620	32.5711	35.2008
Tb09_snoRNA_0069	0	0
Tb09.142.0140	0	0
Tb927.6.5570	0	0
Tb927.6.3810	53.7799	63.1086
Tb09.211.2380	65.4774	81.894
Tb11.14.0016	0	0
Tb927.1.560	39.2271	57.734
Tb927.7.2420	16.4698	18.0379
Tb927.10.13750	51.9614	52.5359
Tb927.8.2620	39.4663	45.8936
Tb11.55.0017	71.4864	107.8765
Tb11.01.5920	138.9242	119.8823
Tb09_snoRNA_0082	0	0
Tb927.10.11270	66.4043	88.8075
Tb927.1.1530	43.1052	19.2
Tb927.6.3340	73.9778	48.3879
Tb927.2.1850	49.8098	40.333
Tb927.6.2640	75.3398	75.9326
Tb09.v4.0206	0	0
Tb927.6.5770	2.4108	0
Tb11.02.3650	26.772	32.0728
Tb11.01.1960	89.6021	75.6581
Tb927.8.5520	59.585	61.5278
Tb927.3.310	0	0
Tb927.4.5640	0	0
Tb927.10.9930	39.1338	49.9495
Tb11.02.2120	59.6516	79.493
Tb927.6.660	89.8339	99.4666
Tb927.3.5360	57.1395	72.9385
Tb927.3.1920	96.8971	93.1181
Tb11.01.1310	72.5878	74.4328
Tb927.8.4250	31.6016	49.675
Tb927.10.4030	25.3174	25.4676
Tb927.2.4830	86.2077	148.9495
Tb927.10.12350	95.5678	50.7862
Tb927.10.4310	0.6083	0.2011
Tb927.5.1720	82.309	128.0217
Tb927.6.5160	10.0709	2.0955
Tb09_SLRNA_0025	0	0
Tb927.5.480b	0.9342	1.4256
Tb927.7.1480	27.5136	44.5764
Tb09.160.4070	30.2409	26.0037
Tb927.10.9950	41.2574	30.9924
Tb927.2.4390	45.0482	40.0873
Tb11.02.4620	57.1229	103.7944
Tb11.01.2790	63.0832	71.7037
Tb11.14.0024	0	0
Tb09_snoRNA_0022	0	0
Tb927.7.790	31.8181	34.594
Tb09.211.0485	69.4074	59.6154
Tb927.8.2630	48.741	97.4857
tryp_IXb-6d06.q1c.snoRNA.0028	0	0
Tb927.2.4060	42.2196	47.0241
Tb11.01.1020	25.4373	15.6918
Tb11.02.4810	30.9439	52.875
Tb927.4.3910	28.7763	29.1522
Tb927.7.3540	114.6096	73.6682
Tb927.3.5530	24.7696	22.9656
Tb927.4.5420	0	0
Tb927.7.7520	8.8935	2.7298
Tb927.7.310	10.652	13.5111
Tb09.160.5670	48.863	56.865
Tb927.1.3860	26.5028	31.569
Tb927.5.1490	15.4862	25.4024
Tb927.10.8710	63.1206	45.0788
Tb11.01.6270	42.1363	37.9917
Tb11.01.7710	32.0913	35.743
Tb927.10.8030	107.3086	209.0173
Tb927_10_v4.snoRNA.0018:snoRNA	27.3277	145.2738
Tb927.10.6570	57.8572	55.8608
Tb11.57.0022	0	0
Tb09.v2.0200	0	0
Tb927.10.13470	20.9509	28.2386
Tb927_11_01_v4.snoRNA.0001	0	0
Tb927.4.780	51.2065	37.7919
Tb09.211.0230	60.955	81.1019
Tb927.7.6460	48.6837	65.4416
Tb09.160.1780	31.6695	55.2808
Tb10_snoRNA_0055:snoRNA	4.4078	14.4666
Tb11_snoRNA_0031	0	0
Tb927.5.2430	139.5399	281.5777
Tb09.211.2730	71.9841	82.0018
Tb11.01.8530	23.1231	16.7715
Tb927.6.5440	0	0
Tb11.0280	0	0
Tb927.6.4550	55.2678	65.2337
Tb927.10.8120	44.7837	52.8619
Tb10.v4.0039	1.0488	0.8772
Tb927.10.9480	0	0
Tb927.5.5330	0	0
Tb927.5.4320	99.3092	125.957
Tb927.3.2090	62.5095	81.7622
Tb927.3.420	0	0
Tb09.244.1910	0	0
Tb09_snoRNA_0012	0	0
Tb927.8.660	39.9254	22.0623
Tb927.1.10	0	0
Tb927.10.7900	78.5889	85.8683
Tb09.160.5090	13.7584	6.84
Tb927.3.5170	45.1735	42.9763
Tb11.24.0005	0.1545	0.1413
Tb09.160.2320	0	0
Tb927.8.6840	32.7737	36.3175
Tb09_snoRNA_0029	0	0
Tb11.01.7530	149.0472	41.8204
Tb07.30D13.60	0.3158	0.3253
Tb11.v4.0029	0	0.151
Tb927.8.7320	12.4051	0
Tb11.v4.0037	0	0
Tb927.10.1330	30.2282	33.7772
Tb927.10.6900	0	0
Tb927.4.3080	44.4578	27.2069
Tb11.02.1460	62.9926	73.406
Tb11.03.0860	26.8619	35.036
Tb927.10.15910	99.1373	26.3187
Tb927.3.2250	33.6959	46.4928
Tb10.v4.0092	0	0
Tb11.1120	0	0
Tb927.10.11900	48.7097	37.5675
Tb927.7.6940	65.2015	33.8884
Tb927.8.3320	36.4658	52.866
Tb10.v4.0117	0	0
Tb11.02.1010	49.6666	42.4622
Tb11.47.0010	86.9807	71.5046
Tb927.4.920	92.2881	68.2971
Tb927.5.2730	30.097	27.5666
Tb09.160.5070	89.1476	113.1597
Tb11.01.0170	32.5025	25.5266
Tb927.8.2500	43.5243	47.2959
Tb11.02.2050	26.4315	21.0128
Tb09.160.2060	38.2089	44.8324
Tb927.5.340b	0	0
Tb927.1.1300	44.6218	46.2409
Tb927.6.2860	40.823	46.5765
Tb10.v4.0123	0	0
Tb927.8.6390	248.5223	180.1115
Tb927.1.2890	0	0
Tb11.02.3040	53.6833	44.8283
Tb927.8.2810	42.0537	36.3059
Tb927.4.4210	28.5817	41.7648
Tb11.02.4480	43.7135	40.4854
Tb11.02.5300	21.4726	32.1181
Tb927.2.2570	29.2654	37.1481
Tb11.01.2880	4.5077	4.6421
Tb11.02.0710	57.0323	60.737
Tb927.8.1613	0	0
Tb11.21.0008	0	0
Tb10.v4.0099	0	0
Tb927.6.5710	0	0
Tb10.v4.0162	0	0
Tb927.10.8220	53.3194	47.9164
Tb11.02.1020	56.4759	57.7203
Tb09.211.2250	106.5883	75.2229
Tb09.v1.0420	107.8543	306.9574
Tb11.01.1260	47.7402	44.4082
Tb927.10.14780	127.0947	96.1843
Tb927.10.10710	56.7284	65.3071
Tb927.2.160	3.9387	0.606
Tb09.v4.0016	9.4206	2.7696
Tb09.160.3820	107.5471	189.5516
Tb927.10.580	37.6626	31.8367
Tb927.8.4360	18.5467	19.6592
Tb09.160.1490	88.6212	43.2948
Tb11.02.4910	10.9478	13.529
Tb927.8.7060	8.9915	9.0955
Tb11.02.3200	99.4318	70.6789
Tb09.v1.0670	18.3975	24.1147
Tb11.12.0005	32.02	33.0606
Tb927.8.4490	24.4991	29.6237
Tb927.10.250	18.0037	19.2954
Tb11.02.3140	55.9841	42.8947
Tb927.8.7330	14.1069	0
Tb927.10.450	148.4288	104.7334
Tb11.1810	75.0533	43.4081
Tb09.160.3880	72.3806	84.9293
Tb927.6.4340	53.6086	51.8982
Tb927.3.5830	30.3269	0
Tb09.142.0135	0	0
Tb927.2.5150	63.1812	52.4913
Tb927.7.2700	122.6036	328.9326
Tb927.1.4600	7.4249	4.7519
Tb927.2.6220	24.6703	0.4743
Tb11.01.2950	43.4577	46.0631
Tb11.02.0280	25.1914	43.3285
Tb927.6.4750	77.0017	70.0865
Tb927.8.1110	610.9081	995.0561
Tb927.5.2750	92.2874	47.9301
Tb927.7.6130	5.4599	11.5823
Tb927.7.3950	29.3394	34.9997
Tb927.10.15730	23.8834	23.5642
Tb927.8.4770	70.3716	37.8311
Tb927.4.1870	49.7979	42.5192
Tb927.7.6760	15.3903	28.9655
Tb11.01.7440	80.5619	48.3921
Tb927.10.5400	62.96	65.4691
Tb09.211.0900	121.7068	137.5167
Tb10.v4.0061	0	0
Tb927.10.5790	66.832	56.0585
Tb927.1.1950	50.1443	59.1871
Tb11.0830	0	0
Tb927.7.6680	32.6597	42.5899
Tb927.4.3940	43.6029	34.3084
Tb927.4.2060	118.1565	110.4601
Tb927.5.120	50.5575	0.9486
Tb927.10.4540	21.32	17.6892
Tb927.8.4690	71.1053	58.2886
Tb11.02.2740	34.7966	101.4181
Tb11.01.2920	41.9044	54.615
Tb927.7.4840	36.7477	34.1485
Tb11.02.4200	36.765	25.3193
Tb09.211.1440	1.9463	0
Tb927.10.8020	146.8729	278.622
Tb927.1.3940	44.893	52.4851
Tb09.211.0630	29.5133	24.4675
Tb927.8.6610	47.1765	40.1511
Tb927.5.2200	0	0
Tb927.8.8270	34.5674	20.4465
Tb927.10.12730	37.3067	25.4133
Tb10.v4.0191	0	0
Tb927.4.1480	43.419	38.523
Tb927.8.5320	69.2922	56.2473
Tb09.160.3680	411.6685	412.7432
Tb927.10.6800	101.9379	122.5778
Tb927.10.11610	41.3094	31.9932
Tb927.5.291b	51.9554	40.5595
Tb09.160.0630	23.8361	31.3741
Tb927.10.7610	23.3537	37.0074
Tb927.10.4110	49.6279	136.2839
Tb927.6.5550	0	0
Tb11.01.8640	33.5599	27.0188
Tb927.5.4900	54.7694	0
Tb09_snoRNA_0058	0	0
Tb11.02.3430	29.1535	21.067
Tb927.2.5500	0	0
Tb927.5.1710	251.6175	620.5154
Tb927.10.12130	31.3157	35.6222
Tb927.1.4510	102.8775	85.1359
Tb927_09_v4.snoRNA.0087	0	0
Tb09.354.0250	0	0
Tb09.211.2700	247.0244	333.4004
Tb927.10.9310	78.4163	48.1855
Tb927.3.2790	28.7563	37.5002
Tb927.7.710	247.1204	319.5399
Tb927.5.1350	63.1499	60.7837
Tb927.3.1630	29.6132	36.9408
Tb927.6.550	1.244	0.4928
Tb927.4.490	47.8735	36.5592
Tb927.3.920	29.6725	25.0303
Tb09.160.0110	3.5062	0
Tb11.02.0480	52.0028	46.0864
Tb927_08_v4.snoRNA.0009	0	0
Tb927.10.990	59.4677	11.0215
Tb11.1540	0	0
Tb927.8.3060	89.7646	147.3158
Tb09.244.1240	0	0
Tb927.10.12950	50.1863	47.8354
Tb927.10.5330	90.2364	130.4166
Tb11.46.0008	83.3105	141.2048
Tb09.244.0170	0	0
Tb11.02.1135	107.0514	94.4882
Tb11.01.5170	112.6986	127.5447
Tb927.7.6880	0	0
Tb927.1.3320	13.5739	5.614
Tb927.3.5380	50.0544	42.7704
Tb927.4.2050	141.0678	94.1422
Tb09.v1.0260	2.7233	0
Tb927.1.4640	0	0
Tb927.7.6821	0	0
Tb05.5K5.40	0	0
Tb927.2.6350	6.4341	0.3205
Tb927.7.1270	0	0
Tb927.2.2720	16.1113	23.4241
Tb927.3.4040	51.3138	59.2359
Tb09.244.2550	32.6184	38.3877
Tb927.6.2440	28.6817	27.5673
Tb927.6.5780	0	0
Tb927.4.1670	38.8086	55.9096
Tb11.55.0020	47.4397	28.2111
Tb927.5.4510	0	0
Tb927.5.3610	39.8655	40.5671
Tb09_snoRNA_0118	0	0
Tb927.8.3210	44.8037	52.9903
Tb11.01.4420	135.3653	106.9992
Tb11.01.7490	13.6005	31.0439
Tb09.v4.0184	0	0
Tb927.6.1874	0	0
Tb927.10.5090	67.3631	73.1136
Tb927.8.7770	27.9034	53.142
Tb09.244.1170	1.3306	0
Tb927.5.4140	25.7418	34.0442
Tb927.8.6550	49.2888	43.7671
Tb09.244.0190	0	0
Tb927.10.5160	9.3546	6.3389
Tb927.2.2860	26.7793	28.7774
Tb09.v4.0036	0	0
Tb927_05_v4.snoRNA.0002	18.9825	11.4931
Tb927.8.4820	85.7173	198.2442
Tb10.v4.0256	0	0
Tb11.02.3150	24.9409	24.7716
Tb11.02.3900	37.5786	36.032
Tb927.10.6350	96.2727	92.2079
Tb09.160.2490	0	0
Tb927.6.2580	33.9277	23.9039
Tb927.1.2960	28.4085	12.8645
Tb927.10.10820	50.4109	88.0868
Tb927.10.4150	54.848	80.0915
Tb09.211.4180	26.6067	19.4046
Tb927.4.1770	118.2178	168.5174
Tb927.10.14410	27.6535	29.8825
Tb927.6.1879	0	0
Tb11.03.0390	271.8981	336.7906
Tb927.3.490	0	0
Tb927.10.11540	220.1178	336.7425
Tb927.5.1150	27.3444	82.2249
Tb09.160.3890	26.788	24.2197
Tb927.6.3540	37.1448	39.6047
Tb927.6.3680	69.7126	62.0817
Tb09.160.4960	2.516	0
Tb927.1.4040	24.1093	21.9189
Tb11.02.0340	53.0043	54.7125
Tb11.0780	0	0
Tb927.6.4920	0	0
Tb927.10.260	67.4824	37.7384
Tb927.6.3380	0	0
Tb09_snoRNA_0097	0	0
Tb09.160.5480	55.491	584.5307
Tb927.8.2190	48.0134	64.213
Tb927.7.4860	38.0703	54.5821
Tb927.8.2970	92.0835	67.9113
Tb09.211.0180	59.589	99.9725
Tb927.10.13950	97.6394	102.7538
Tb09.160.3270	640.5321	806.252
Tb927.2.3970	37.0762	29.6787
Tb09.211.0070	51.4357	33.4971
Tb11.01.6650	37.1415	61.7357
Tb09.211.0800	32.5671	15.1008
Tb927_10_v4.snoRNA.0031:snoRNA	10.2575	11.7409
Tb927.10.680	59.4117	42.813
Tb927.4.4800	14.3295	5.9003
Tb927.10.2200	60.7897	45.1358
Tb927.3.4400	26.9912	9.4195
Tb927.8.4420	51.8022	61.2511
Tb09.v2.0380	0	0
Tb927.8.2540	239.4042	690.753
Tb09_snoRNA_0061	0	0
Tb09.v4.0183	0.1432	0
Tb09.211.3270	19.295	11.2172
Tb927.2.3300	0	0
Tb10.v4.0150	0	0
Tb927.10.13720	212.9267	161.35
Tb09.244.0880	0	0
Tb927.7.2630	40.3592	36.8118
Tb11.02.1660	103.1027	93.7873
Tb927.7.4160	193.9728	159.9429
Tb08.27P2.530	0	0
Tb927.1.1820	62.2277	51.0992
Tb927.8.630	29.5906	38.8895
Tb927.1.1350	14.6087	22.6513
Tb927_09_v4.snoRNA.0059	0	0
Tb927.10.7590	77.6487	82.8179
Tb11.01.0140	37.4793	28.5344
Tb11.01.7830	132.9738	129.5236
Tb927.1.3670	22.1902	13.3587
Tb11.47.0033	29.1554	25.1834
Tb11.01.6660	51.4863	121.5455
Tb927.10.15870	56.9829	47.0158
Tb927.8.6770	49.9138	81.3051
Tb09.160.3490	29.5259	26.2528
Tb11.0250	0	0
Tb927.7.3190	84.0388	69.5841
Tb09.244.1050	0	0
Tb927.3.1891	0	0
Tb927.3.480	0	0
Tb927.2.2450	29.3534	32.6755
Tb927.10.12490	31.8534	39.5354
Tb927.6.4500	461.3958	296.3326
Tb11.01.1120	41.0862	51.2001
Tb927.5.2920	31.7748	23.0604
Tb11.0500	0	0
Tb927.10.5750	47.4337	36.5255
Tb927.5.490b	0.2012	0.5779
Tb11.02.0990	48.4698	46.3232
Tb927.10.14520	57.1662	44.9882
Tb927.3.3610	66.8174	105.2125
Tb11.02.2640	85.2882	79.1368
Tb927.8.4750	5.2074	4.0374
Tb09.160.3550	61.6839	67.5571
Tb09.244.2150	0	0
Tb11.02.5380	28.1373	46.3658
Tb927.4.1180	49.3094	34.3606
Tb927.5.3810	103.3299	184.3356
Tb927.8.5410	35.0938	38.6616
Tb927.8.3980	30.9779	33.2987
Tb927.8.1290	16.9089	20.137
Tb927.7.4660	84.328	99.0294
Tb927.7.1260	28.1739	14.991
Tb927.10.12790	53.1182	2.0798
Tb927.4.4610	51.597	49.9804
Tb927.8.7970	164.7247	45.689
Tb927.10.12570	0.7096	0.6493
Tb11.01.1625	1115.222	658.1083
Tb927.2.1530	0	0
Tb927.5.3180	20.655	18.2404
Tb927.2.6230	0	0
Tb927.8.4990	0	0
Tb09.160.3110	57.4774	72.4958
Tb10.v4.0125	0	0
Tb927.10.11490	27.3583	43.6312
Tb927.5.1960	47.7928	35.6538
Tb927.1.4770	3.6381	0
Tb927.3.2130	32.9069	44.4995
Tb927.10.4170	19.0338	29.0458
Tb927.10.13560	3.1744	3.6406
Tb927.7.5890	35.2604	29.8956
Tb09.211.1695	145.3017	148.1663
Tb927.10.3520	67.8555	52.4446
Tb927.5.2810	36.7044	35.7876
Tb11.02.5590	71.709	105.286
Tb09.v1.0860	5.9417	0
Tb09_snoRNA_0053	0	0
Tb09.160.0300	3.8454	0.6273
Tb927.8.8120	66.7321	53.3362
Tb927.10.6500	44.0774	28.288
tryp_IXb-6d06.q1c.snoRNA.0038	0	0
Tb927.10.4940	115.4665	96.7746
Tb11.02.4960	33.8211	34.0359
Tb11.52.0016	39.535	19.9791
Tb927.7.1680	46.4015	37.8475
Tb927.1.490	0.2412	0.304
Tb09.142.0480	0	0
Tb927.6.4190	36.0867	48.0935
Tb09.v1.0500	0	0
Tb11.02.2330	51.9568	27.0298
Tb11.57.0018	0	0
Tb09.160.0320	15.6548	0.0899
Tb09.160.0530	138.3078	109.4037
Tb11.46.0014	42.5348	24.8031
Tb927.5.400	0	0
Tb927.10.12470	46.0331	57.9646
Tb09.160.0600	43.3684	33.2438
Tb927.6.280	2.1236	4.3421
Tb927.7.1620	30.5681	27.3566
Tb11.02.0720	9.6418	7.7783
Tb927.8.6870	31.7022	38.698
Tb11.01.6740	45.3987	40.0694
Tb09.211.2710	99.4871	105.113
Tb09.160.0100	0.4671	0
Tb11.03.0310	53.5113	66.9641
Tb927.10.640	33.6759	50.0305
Tb11.01.6210	68.7604	0.6843
Tb09.160.3930	58.7461	56.5644
Tb09_snoRNA_0113	0	0
Tb11.01.6410	54.6728	88.7684
Tb927.10.1710	41.5386	42.7292
Tb927.10.14390	60.953	108.3377
Tb927.3.2860	23.9347	33.795
Tb927.4.1540	40.6257	63.044
Tb927.7.2970	50.0531	42.432
Tb11.15.0005	0	0
Tb927.10.2600	30.6534	23.5347
Tb927.10.10810	25.0015	27.5556
Tb11.02.0210	680.0317	617.8816
Tb11.01.2420	43.1278	44.1425
Tb10.v4.0054	0.1512	0
Tb09.244.0020	0	0
Tb09.244.0650	0.1659	0
Tb927_11_01_v4.snoRNA.0016	2.6946	0
Tb927.10.3670	70.7741	57.3187
Tb927.10.6720	73.9858	11.5082
Tb11.01.7620	54.0871	57.8734
Tb927.7.5330	18.4641	17.3481
Tb927.7.6190	68.7731	61.1214
Tb927.7.4310	26.9645	43.5021
Tb927.4.3570	0	0
Tb10_snRNA_2:snRNA	0	0
Tb927.1.2050	4.5657	0
Tb09.160.4940	6.1276	10.2596
Tb927.7.1580	40.4652	34.7175
Tb927.6.1877	0	0
Tb11.02.1640	67.2692	30.9348
Tb927.3.3750	366.6096	248.1279
Tb927.10.14330	37.8625	59.1768
Tb09.211.2780	104.418	89.3127
Tb927.2.5320	5.4812	2.9357
Tb09.v2.0400	0	0
Tb927.2.300	0.9668	0.5669
Tb927.1.3880	22.4221	31.1544
Tb11.0720	0	0
Tb11.57.0024	0	0
Tb927.5.950	128.5287	185.9143
Tb927.2.2770	120.3994	54.2745
Tb927.1.1620	40.5564	55.5986
Tb09.211.2980	14.4481	6.5613
Tb927.5.1590	47.0619	35.7842
Tb927.10.16140	95.7603	65.165
Tb11.01.8090	129.5315	77.35
tryp_IXb-6d06.q1c.snoRNA.0025	0	0
Tb927.7.6340	26.3868	36.7335
Tb927.1.1750	18.8666	20.592
Tb927.10.4350	0	0
Tb09_snoRNA_0056	0	0
Tb09_snoRNA_0046	0	0
Tb927.1.2190	28.4718	32.6913
Tb09.244.2040	0	0
Tb927.4.5730	0.1525	0
Tb09.354.0200	0.8649	0
Tb927.6.620	24.0053	29.7061
Tb927.4.4240	0	0
Tb927.10.10530	0	0
Tb927.10.13310	39.1571	45.8791
Tb11.01.0480	79.2552	62.8965
Tb09.244.0900	0	0
Tb08.27P2.70	0	5.0869
Tb927.5.2180	0	0
Tb09.160.5270	74.4083	65.141
Tb927.7.7340	41.43	43.9071
Tb927.6.1883	0	0
Tb927.8.1680	116.6193	78.4682
Tb09.160.2700	7.8141	9.4256
Tb11.0660	0	0
Tb927.8.2130	14.73	23.8806
Tb11.v4.0030	0	0
Tb11.55.0008	76.3693	114.9505
Tb11.02.5200	57.3314	47.624
Tb927.8.7940	12.3925	10.9398
Tb09.160.1510	0	0
Tb927.1.600	20.7476	54.0775
Tb09.244.1070	0	0
Tb11.48.0002	0	0
Tb927.5.4710	0	0
Tb11.01.6690	62.2437	76.9149
Tb927.10.9120	57.1942	66.8302
Tb927.7.6280	22.3402	26.9735
Tb09.211.2440	62.7547	48.5788
Tb927.3.5210	30.9672	27.592
Tb927.10.2980	0	0
Tb927.6.270	2.9818	0.8477
Tb11.01.1860	63.0253	86.797
Tb09.160.5140	35.1085	16.4263
Tb927.4.1560	31.4796	19.5494
Tb927.4.3580	0	0
Tb11.03.0180	32.6084	32.1854
Tb09_rRNA_4	12.0813	38.8833
Tb927.6.680	38.1337	34.2679
Tb927.6.5280	0	0
Tb11.02.4290	53.2042	79.854
Tb09_snoRNA_0084	0	0
Tb927.7.4540	26.6674	16.8772
Tb927.10.5460	57.3008	85.8999
Tb927.7.2520	37.9777	37.0479
Tb10_tRNA_Ala_1:tRNA	6.3814	0
Tb927.10.630	35.5689	35.4506
Tb08.27P2.120	0	0
Tb927.5.3130	12.7203	40.4977
Tb11_tRNA_His_1	0	0
Tb11.21.0009	0	0
Tb11.v4.0066	0	0
Tb927.7.4810	42.8027	49.734
Tb927.8.3590	70.0838	50.4314
Tb927.7.3700	40.3066	28.3539
Tb927.7.1800	83.8642	105.0965
Tb07.30D13.130	0.3758	0
Tb09.160.4050	28.1906	26.7299
Tb09.142.0180	0	0
Tb11.v4.0027	0	0
Tb11.02.2980	29.7212	34.1911
Tb927.6.3420	43.0665	33.9536
Tb11.14.0022	0	0
Tb927.10.6810	56.3779	56.6927
Tb927.3.5310	14.8386	14.0994
Tb09.211.3955	877.1437	169.4969
Tb927.5.220	0	0
Tb927.10.340	26.766	38.8387
Tb927.10.9270	39.1298	40.0626
Tb927.8.6140	40.7097	48.817
Tb927.6.3750	37.9431	61.223
Tb927.8.1388	0	0
Tb11.01.3000	100.0482	65.176
Tb927.7.2920	0	0
Tb11.01.0660	32.4858	40.1847
Tb11.01.2570	104.6432	116.1826
Tb927.4.1430	36.0567	34.8727
Tb11.02.4370	51.3258	45.4913
Tb927.10.4250	50.2723	47.1044
Tb927.7.870	36.0034	33.6529
Tb09.211.3960	778.732	141.7024
Tb927.10.970	35.5429	38.4523
Tb927.8.2440	44.8696	34.6942
Tb927.5.4690	0	0
Tb927.2.1997	0	0
Tb927.8.4980	0	0
Tb927.4.1840	39.2877	39.6137
Tb927.6.2920	31.6422	21.9937
Tb11.35.0006	0	0
Tb927.5.1600	31.4996	35.8913
Tb927.10.14930	51.5183	81.8233
Tb927.8.7100	65.7746	93.3913
Tb927.6.5090	45.9924	98.5386
Tb927.6.5180	3.2717	3.1341
Tb927.10.5260	26.0503	23.9602
Tb927.2.3800	69.5727	133.4532
Tb927.10.16250	0	0
Tb927.8.4260	28.6857	25.9975
Tb09.211.3640	19.2757	22.7988
Tb927.1.3820	103.855	64.121
Tb09.160.0780	41.5233	23.1516
Tb11.02.3930	41.1508	36.9236
Tb11.02.4110	43.0465	15.7083
Tb09.211.4750	38.5421	23.2649
Tb09.211.1870	40.6511	38.1681
Tb11.02.0530	147.3027	287.9468
Tb11.01.4030	139.8537	137.0843
Tb11.01.4140	42.0417	56.1285
Tb927.10.6380	41.9817	50.5995
Tb927.2.5230	52.9489	42.3291
Tb927.2.5680	4976.5029	176.398
Tb927.10.10680	17.1667	16.9857
Tb09.160.4860	13.8324	21.8914
Tb927.6.210	3.4129	0.3095
Tb927.10.11560	33.494	23.6658
Tb09.211.0490	101.3602	66.0711
Tb927.4.3150	50.6308	55.9507
Tb927.7.2200	0	0
Tb927.10.10690	28.749	29.5311
Tb09.160.3980	30.4875	35.997
Tb05.5K5.190	3.5355	4.4149
Tb927.6.2040	31.6842	22.6732
Tb11.09.0010	0	0
Tb927.5.3620	40.6124	38.8476
Tb11.01.5300	143.1947	160.0335
Tb11.02.4320	34.9099	45.1673
Tb927.4.3120	27.4476	29.2346
Tb927.3.2870	57.4081	45.9402
Tb11.02.3680	21.7998	9.1449
Tb927.2.1200	28.9196	14.7171
Tb11.02.0070	75.8762	114.0712
Tb927.10.5530	32.1093	38.9863
Tb927.10.7540	20.6337	28.8577
Tb09.v4.0008	0	0
Tb11.02.1370	49.0142	51.0745
Tb927.1.240	6.0936	4.8885
